index,model,ground_truth,transcript,ground_truth_norm,transcript_norm,wer_norm,audio_duration_s,processing_time_s,rtf,token_count,has_native_timestamp,word_timestamps,error
77,google_v2,Người Mỹ đổ lỗi cho người Tây Ban Nha và bắt đầu một cuộc chiến tranh.,người Mỹ đổ lỗi cho người Tây Ban Nha,người mỹ đổ lỗi cho người tây ban nha và bắt đầu một cuộc chiến tranh,người mỹ đổ lỗi cho người tây ban nha,0.438,3.584,1.034,0.289,9,True,"[{""word"": ""người"", ""start"": 0.0, ""end"": 0.5}, {""word"": ""Mỹ"", ""start"": 0.5, ""end"": 0.6}, {""word"": ""đổ"", ""start"": 0.6, ""end"": 0.7}, {""word"": ""lỗi"", ""start"": 0.7, ""end"": 0.9}, {""word"": ""cho"", ""start"": 0.9, ""end"": 1.0}, {""word"": ""người"", ""start"": 1.0, ""end"": 1.2}, {""word"": ""Tây"", ""start"": 1.2, ""end"": 1.3}, {""word"": ""Ban"", ""start"": 1.3, ""end"": 1.5}, {""word"": ""Nha"", ""start"": 1.5, ""end"": 1.6}]",
77,iflytek,Người Mỹ đổ lỗi cho người Tây Ban Nha và bắt đầu một cuộc chiến tranh., Người mỹ đổ lỗi cho người tây ban nha và bắt đầu 1 cuộc chiến tranh.,người mỹ đổ lỗi cho người tây ban nha và bắt đầu một cuộc chiến tranh,người mỹ đổ lỗi cho người tây ban nha và bắt đầu 1 cuộc chiến tranh,0.062,3.584,0.985,0.275,17,False,"[{""word"": "" Người"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.33811320754716984}, {""word"": "" mỹ"", ""wb"": null, ""we"": null, ""est_start"": 0.33811320754716984, ""est_end"": 0.47335849056603774}, {""word"": "" đổ"", ""wb"": null, ""we"": null, ""est_start"": 0.47335849056603774, ""est_end"": 0.6086037735849057}, {""word"": "" lỗi"", ""wb"": null, ""we"": null, ""est_start"": 0.6086037735849057, ""est_end"": 0.8114716981132076}, {""word"": "" cho"", ""wb"": null, ""we"": null, ""est_start"": 0.8114716981132076, ""est_end"": 1.0143396226415096}, {""word"": "" người"", ""wb"": null, ""we"": null, ""est_start"": 1.0143396226415096, ""est_end"": 1.3524528301886793}, {""word"": "" tây"", ""wb"": null, ""we"": null, ""est_start"": 1.3524528301886793, ""est_end"": 1.5553207547169812}, {""word"": "" ban"", ""wb"": null, ""we"": null, ""est_start"": 1.5553207547169812, ""est_end"": 1.758188679245283}, {""word"": "" nha"", ""wb"": null, ""we"": null, ""est_start"": 1.758188679245283, ""est_end"": 1.9610566037735848}, {""word"": "" và"", ""wb"": null, ""we"": null, ""est_start"": 1.9610566037735848, ""est_end"": 2.0963018867924528}, {""word"": "" bắt"", ""wb"": null, ""we"": null, ""est_start"": 2.0963018867924528, ""est_end"": 2.2991698113207546}, {""word"": "" đầu"", ""wb"": null, ""we"": null, ""est_start"": 2.2991698113207546, ""est_end"": 2.5020377358490564}, {""word"": "" 1"", ""wb"": null, ""we"": null, ""est_start"": 2.5020377358490564, ""est_end"": 2.5696603773584905}, {""word"": "" cuộc"", ""wb"": null, ""we"": null, ""est_start"": 2.5696603773584905, ""est_end"": 2.8401509433962264}, {""word"": "" chiến"", ""wb"": null, ""we"": null, ""est_start"": 2.8401509433962264, ""est_end"": 3.1782641509433964}, {""word"": "" tranh"", ""wb"": null, ""we"": null, ""est_start"": 3.1782641509433964, ""est_end"": 3.5163773584905664}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 3.5163773584905664, ""est_end"": 3.5840000000000005}]",
78,google_v2,Hoặc là tùy theo nhà mình ăn ít thì cho ít.,hoặc là tùy theo nhà mình ăn ít thì cho,hoặc là tùy theo nhà mình ăn ít thì cho ít,hoặc là tùy theo nhà mình ăn ít thì cho,0.091,2.475,0.866,0.35,10,True,"[{""word"": ""hoặc"", ""start"": 0.0, ""end"": 0.7}, {""word"": ""là"", ""start"": 0.7, ""end"": 0.8}, {""word"": ""tùy"", ""start"": 0.8, ""end"": 1.0}, {""word"": ""theo"", ""start"": 1.0, ""end"": 1.1}, {""word"": ""nhà"", ""start"": 1.1, ""end"": 1.3}, {""word"": ""mình"", ""start"": 1.3, ""end"": 1.4}, {""word"": ""ăn"", ""start"": 1.4, ""end"": 1.7}, {""word"": ""ít"", ""start"": 1.7, ""end"": 1.9}, {""word"": ""thì"", ""start"": 1.9, ""end"": 2.0}, {""word"": ""cho"", ""start"": 2.0, ""end"": 2.3}]",
78,iflytek,Hoặc là tùy theo nhà mình ăn ít thì cho ít.," Hoặc là tùy theo nhà, mình ăn, ít thì chơi ít.",hoặc là tùy theo nhà mình ăn ít thì cho ít,hoặc là tùy theo nhà mình ăn ít thì chơi ít,0.091,2.475,5.706,2.306,14,False,"[{""word"": "" Hoặc"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.27496296296296296}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 0.27496296296296296, ""est_end"": 0.41244444444444445}, {""word"": "" tùy"", ""wb"": null, ""we"": null, ""est_start"": 0.41244444444444445, ""est_end"": 0.6186666666666667}, {""word"": "" theo"", ""wb"": null, ""we"": null, ""est_start"": 0.6186666666666667, ""est_end"": 0.8936296296296297}, {""word"": "" nhà"", ""wb"": null, ""we"": null, ""est_start"": 0.8936296296296297, ""est_end"": 1.0998518518518519}, {""word"": "","", ""wb"": null, ""we"": null, ""est_start"": 1.0998518518518519, ""est_end"": 1.1685925925925926}, {""word"": "" mình"", ""wb"": null, ""we"": null, ""est_start"": 1.1685925925925926, ""est_end"": 1.4435555555555557}, {""word"": "" ăn"", ""wb"": null, ""we"": null, ""est_start"": 1.4435555555555557, ""est_end"": 1.5810370370370372}, {""word"": "","", ""wb"": null, ""we"": null, ""est_start"": 1.5810370370370372, ""est_end"": 1.649777777777778}, {""word"": "" ít"", ""wb"": null, ""we"": null, ""est_start"": 1.649777777777778, ""est_end"": 1.7872592592592595}, {""word"": "" thì"", ""wb"": null, ""we"": null, ""est_start"": 1.7872592592592595, ""est_end"": 1.9934814814814819}, {""word"": "" chơi"", ""wb"": null, ""we"": null, ""est_start"": 1.9934814814814819, ""est_end"": 2.268444444444445}, {""word"": "" ít"", ""wb"": null, ""we"": null, ""est_start"": 2.268444444444445, ""est_end"": 2.4059259259259265}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 2.4059259259259265, ""est_end"": 2.4746666666666672}]",
79,google_v2,"Video này rất ngắn, nên bạn hãy xem đến hết để không bỏ qua bất kỳ thông tin nào các bạn nhé.",video này rất ngắn nên bạn hãy xem đến hết để không bỏ qua bất kỳ thông tin nào các bạn nhé,video này rất ngắn nên bạn hãy xem đến hết để không bỏ qua bất kỳ thông tin nào các bạn nhé,video này rất ngắn nên bạn hãy xem đến hết để không bỏ qua bất kỳ thông tin nào các bạn nhé,0.0,5.376,1.616,0.301,22,True,"[{""word"": ""video"", ""start"": 0.0, ""end"": 0.5}, {""word"": ""này"", ""start"": 0.5, ""end"": 1.1}, {""word"": ""rất"", ""start"": 1.1, ""end"": 1.3}, {""word"": ""ngắn"", ""start"": 1.3, ""end"": 1.3}, {""word"": ""nên"", ""start"": 1.3, ""end"": 1.9}, {""word"": ""bạn"", ""start"": 1.9, ""end"": 2.0}, {""word"": ""hãy"", ""start"": 2.0, ""end"": 2.2}, {""word"": ""xem"", ""start"": 2.2, ""end"": 2.3}, {""word"": ""đến"", ""start"": 2.3, ""end"": 2.6}, {""word"": ""hết"", ""start"": 2.6, ""end"": 2.8}, {""word"": ""để"", ""start"": 2.8, ""end"": 3.1}, {""word"": ""không"", ""start"": 3.1, ""end"": 3.3}, {""word"": ""bỏ"", ""start"": 3.3, ""end"": 3.4}, {""word"": ""qua"", ""start"": 3.4, ""end"": 3.6}, {""word"": ""bất"", ""start"": 3.6, ""end"": 3.9}, {""word"": ""kỳ"", ""start"": 3.9, ""end"": 4.1}, {""word"": ""thông"", ""start"": 4.1, ""end"": 4.3}, {""word"": ""tin"", ""start"": 4.3, ""end"": 4.4}, {""word"": ""nào"", ""start"": 4.4, ""end"": 4.6}, {""word"": ""các"", ""start"": 4.6, ""end"": 4.9}, {""word"": ""bạn"", ""start"": 4.9, ""end"": 5.0}, {""word"": ""nhé"", ""start"": 5.0, ""end"": 5.0}]",
79,iflytek,"Video này rất ngắn, nên bạn hãy xem đến hết để không bỏ qua bất kỳ thông tin nào các bạn nhé.", Video này rất ngắn nên bạn hãy xem đến hết để không bỏ qua bất kỳ thông tin nào các bạn nhá.,video này rất ngắn nên bạn hãy xem đến hết để không bỏ qua bất kỳ thông tin nào các bạn nhé,video này rất ngắn nên bạn hãy xem đến hết để không bỏ qua bất kỳ thông tin nào các bạn nhá,0.045,5.376,1.267,0.236,23,False,"[{""word"": "" Video"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.3785915492957747}, {""word"": "" này"", ""wb"": null, ""we"": null, ""est_start"": 0.3785915492957747, ""est_end"": 0.6057464788732395}, {""word"": "" rất"", ""wb"": null, ""we"": null, ""est_start"": 0.6057464788732395, ""est_end"": 0.8329014084507043}, {""word"": "" ngắn"", ""wb"": null, ""we"": null, ""est_start"": 0.8329014084507043, ""est_end"": 1.135774647887324}, {""word"": "" nên"", ""wb"": null, ""we"": null, ""est_start"": 1.135774647887324, ""est_end"": 1.362929577464789}, {""word"": "" bạn"", ""wb"": null, ""we"": null, ""est_start"": 1.362929577464789, ""est_end"": 1.5900845070422538}, {""word"": "" hãy"", ""wb"": null, ""we"": null, ""est_start"": 1.5900845070422538, ""est_end"": 1.8172394366197187}, {""word"": "" xem"", ""wb"": null, ""we"": null, ""est_start"": 1.8172394366197187, ""est_end"": 2.0443943661971833}, {""word"": "" đến"", ""wb"": null, ""we"": null, ""est_start"": 2.0443943661971833, ""est_end"": 2.271549295774648}, {""word"": "" hết"", ""wb"": null, ""we"": null, ""est_start"": 2.271549295774648, ""est_end"": 2.498704225352113}, {""word"": "" để"", ""wb"": null, ""we"": null, ""est_start"": 2.498704225352113, ""est_end"": 2.650140845070423}, {""word"": "" không"", ""wb"": null, ""we"": null, ""est_start"": 2.650140845070423, ""est_end"": 3.0287323943661977}, {""word"": "" bỏ"", ""wb"": null, ""we"": null, ""est_start"": 3.0287323943661977, ""est_end"": 3.1801690140845076}, {""word"": "" qua"", ""wb"": null, ""we"": null, ""est_start"": 3.1801690140845076, ""est_end"": 3.4073239436619724}, {""word"": "" bất"", ""wb"": null, ""we"": null, ""est_start"": 3.4073239436619724, ""est_end"": 3.6344788732394373}, {""word"": "" kỳ"", ""wb"": null, ""we"": null, ""est_start"": 3.6344788732394373, ""est_end"": 3.785915492957747}, {""word"": "" thông"", ""wb"": null, ""we"": null, ""est_start"": 3.785915492957747, ""est_end"": 4.164507042253522}, {""word"": "" tin"", ""wb"": null, ""we"": null, ""est_start"": 4.164507042253522, ""est_end"": 4.391661971830986}, {""word"": "" nào"", ""wb"": null, ""we"": null, ""est_start"": 4.391661971830986, ""est_end"": 4.618816901408451}, {""word"": "" các"", ""wb"": null, ""we"": null, ""est_start"": 4.618816901408451, ""est_end"": 4.845971830985915}, {""word"": "" bạn"", ""wb"": null, ""we"": null, ""est_start"": 4.845971830985915, ""est_end"": 5.07312676056338}, {""word"": "" nhá"", ""wb"": null, ""we"": null, ""est_start"": 5.07312676056338, ""est_end"": 5.300281690140844}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 5.300281690140844, ""est_end"": 5.375999999999999}]",
80,google_v2,Sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quậy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngò rí vào và mình sẽ nấu.,sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quậy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngò rí vào và mình sẽ nấu,sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quậy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngò rí vào và mình sẽ nấu,sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quậy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngò rí vào và mình sẽ nấu,0.0,8.192,3.031,0.37,37,True,"[{""word"": ""sau"", ""start"": 0.0, ""end"": 0.5}, {""word"": ""khi"", ""start"": 0.5, ""end"": 0.7}, {""word"": ""cho"", ""start"": 0.7, ""end"": 0.9}, {""word"": ""tất"", ""start"": 0.9, ""end"": 1.0}, {""word"": ""cả"", ""start"": 1.0, ""end"": 1.1}, {""word"": ""các"", ""start"": 1.1, ""end"": 1.3}, {""word"": ""nguyên"", ""start"": 1.3, ""end"": 1.5}, {""word"": ""liệu"", ""start"": 1.5, ""end"": 1.6}, {""word"": ""vào"", ""start"": 1.6, ""end"": 1.9}, {""word"": ""hết"", ""start"": 1.9, ""end"": 2.1}, {""word"": ""thì"", ""start"": 2.1, ""end"": 2.5}, {""word"": ""bây"", ""start"": 2.5, ""end"": 2.7}, {""word"": ""giờ"", ""start"": 2.7, ""end"": 2.7}, {""word"": ""mình"", ""start"": 2.7, ""end"": 2.9}, {""word"": ""sẽ"", ""start"": 2.9, ""end"": 3.2}, {""word"": ""quậy"", ""start"": 3.2, ""end"": 3.7}, {""word"": ""lên"", ""start"": 3.7, ""end"": 3.8}, {""word"": ""cho"", ""start"": 3.8, ""end"": 4.1}, {""word"": ""nó"", ""start"": 4.1, ""end"": 4.4}, {""word"": ""tan"", ""start"": 4.4, ""end"": 4.6}, {""word"": ""gia"", ""start"": 4.6, ""end"": 4.8}, {""word"": ""vị"", ""start"": 4.8, ""end"": 4.9}, {""word"": ""và"", ""start"": 4.9, ""end"": 5.2}, {""word"": ""cuối"", ""start"": 5.2, ""end"": 5.5}, {""word"": ""cùng"", ""start"": 5.5, ""end"": 5.5}, {""word"": ""là"", ""start"": 5.5, ""end"": 5.8}, {""word"": ""mình"", ""start"": 5.8, ""end"": 6.0}, {""word"": ""cho"", ""start"": 6.0, ""end"": 6.1}, {""word"": ""cái"", ""start"": 6.1, ""end"": 6.4}, {""word"": ""phần"", ""start"": 6.4, ""end"": 6.6}, {""word"": ""ngò"", ""start"": 6.6, ""end"": 6.8}, {""word"": ""rí"", ""start"": 6.8, ""end"": 6.9}, {""word"": ""vào"", ""start"": 6.9, ""end"": 7.2}, {""word"": ""và"", ""start"": 7.2, ""end"": 7.4}, {""word"": ""mình"", ""start"": 7.4, ""end"": 7.6}, {""word"": ""sẽ"", ""start"": 7.6, ""end"": 7.8}, {""word"": ""nấu"", ""start"": 7.8, ""end"": 7.9}]",
80,iflytek,Sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quậy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngò rí vào và mình sẽ nấu., Sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quậy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngồi lý vào và mình sẽ nấu.,sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quậy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngò rí vào và mình sẽ nấu,sau khi cho tất cả các nguyên liệu vào hết thì bây giờ mình sẽ quậy lên cho nó tan gia vị và cuối cùng là mình cho cái phần ngồi lý vào và mình sẽ nấu,0.054,8.192,1.856,0.227,38,False,"[{""word"": "" Sau"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.21370434782608694}, {""word"": "" khi"", ""wb"": null, ""we"": null, ""est_start"": 0.21370434782608694, ""est_end"": 0.4274086956521739}, {""word"": "" cho"", ""wb"": null, ""we"": null, ""est_start"": 0.4274086956521739, ""est_end"": 0.6411130434782608}, {""word"": "" tất"", ""wb"": null, ""we"": null, ""est_start"": 0.6411130434782608, ""est_end"": 0.8548173913043478}, {""word"": "" cả"", ""wb"": null, ""we"": null, ""est_start"": 0.8548173913043478, ""est_end"": 0.997286956521739}, {""word"": "" các"", ""wb"": null, ""we"": null, ""est_start"": 0.997286956521739, ""est_end"": 1.210991304347826}, {""word"": "" nguyên"", ""wb"": null, ""we"": null, ""est_start"": 1.210991304347826, ""est_end"": 1.6383999999999999}, {""word"": "" liệu"", ""wb"": null, ""we"": null, ""est_start"": 1.6383999999999999, ""est_end"": 1.9233391304347824}, {""word"": "" vào"", ""wb"": null, ""we"": null, ""est_start"": 1.9233391304347824, ""est_end"": 2.1370434782608694}, {""word"": "" hết"", ""wb"": null, ""we"": null, ""est_start"": 2.1370434782608694, ""est_end"": 2.3507478260869563}, {""word"": "" thì"", ""wb"": null, ""we"": null, ""est_start"": 2.3507478260869563, ""est_end"": 2.5644521739130433}, {""word"": "" bây"", ""wb"": null, ""we"": null, ""est_start"": 2.5644521739130433, ""est_end"": 2.77815652173913}, {""word"": "" giờ"", ""wb"": null, ""we"": null, ""est_start"": 2.77815652173913, ""est_end"": 2.991860869565217}, {""word"": "" mình"", ""wb"": null, ""we"": null, ""est_start"": 2.991860869565217, ""est_end"": 3.2767999999999997}, {""word"": "" sẽ"", ""wb"": null, ""we"": null, ""est_start"": 3.2767999999999997, ""est_end"": 3.419269565217391}, {""word"": "" quậy"", ""wb"": null, ""we"": null, ""est_start"": 3.419269565217391, ""est_end"": 3.7042086956521736}, {""word"": "" lên"", ""wb"": null, ""we"": null, ""est_start"": 3.7042086956521736, ""est_end"": 3.9179130434782605}, {""word"": "" cho"", ""wb"": null, ""we"": null, ""est_start"": 3.9179130434782605, ""est_end"": 4.1316173913043475}, {""word"": "" nó"", ""wb"": null, ""we"": null, ""est_start"": 4.1316173913043475, ""est_end"": 4.274086956521739}, {""word"": "" tan"", ""wb"": null, ""we"": null, ""est_start"": 4.274086956521739, ""est_end"": 4.487791304347826}, {""word"": "" gia"", ""wb"": null, ""we"": null, ""est_start"": 4.487791304347826, ""est_end"": 4.701495652173913}, {""word"": "" vị"", ""wb"": null, ""we"": null, ""est_start"": 4.701495652173913, ""est_end"": 4.843965217391304}, {""word"": "" và"", ""wb"": null, ""we"": null, ""est_start"": 4.843965217391304, ""est_end"": 4.986434782608695}, {""word"": "" cuối"", ""wb"": null, ""we"": null, ""est_start"": 4.986434782608695, ""est_end"": 5.271373913043478}, {""word"": "" cùng"", ""wb"": null, ""we"": null, ""est_start"": 5.271373913043478, ""est_end"": 5.55631304347826}, {""word"": "" là"", ""wb"": null, ""we"": null, ""est_start"": 5.55631304347826, ""est_end"": 5.698782608695652}, {""word"": "" mình"", ""wb"": null, ""we"": null, ""est_start"": 5.698782608695652, ""est_end"": 5.983721739130434}, {""word"": "" cho"", ""wb"": null, ""we"": null, ""est_start"": 5.983721739130434, ""est_end"": 6.197426086956521}, {""word"": "" cái"", ""wb"": null, ""we"": null, ""est_start"": 6.197426086956521, ""est_end"": 6.411130434782608}, {""word"": "" phần"", ""wb"": null, ""we"": null, ""est_start"": 6.411130434782608, ""est_end"": 6.696069565217391}, {""word"": "" ngồi"", ""wb"": null, ""we"": null, ""est_start"": 6.696069565217391, ""est_end"": 6.981008695652173}, {""word"": "" lý"", ""wb"": null, ""we"": null, ""est_start"": 6.981008695652173, ""est_end"": 7.123478260869565}, {""word"": "" vào"", ""wb"": null, ""we"": null, ""est_start"": 7.123478260869565, ""est_end"": 7.3371826086956515}, {""word"": "" và"", ""wb"": null, ""we"": null, ""est_start"": 7.3371826086956515, ""est_end"": 7.479652173913043}, {""word"": "" mình"", ""wb"": null, ""we"": null, ""est_start"": 7.479652173913043, ""est_end"": 7.764591304347825}, {""word"": "" sẽ"", ""wb"": null, ""we"": null, ""est_start"": 7.764591304347825, ""est_end"": 7.907060869565217}, {""word"": "" nấu"", ""wb"": null, ""we"": null, ""est_start"": 7.907060869565217, ""est_end"": 8.120765217391304}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 8.120765217391304, ""est_end"": 8.192}]",
81,google_v2,Giả tăng tính minh bạch.,gia tăng chứng minh,giả tăng tính minh bạch,gia tăng chứng minh,0.6,1.28,0.622,0.486,4,True,"[{""word"": ""gia"", ""start"": 0.0, ""end"": 0.7}, {""word"": ""tăng"", ""start"": 0.7, ""end"": 0.8}, {""word"": ""chứng"", ""start"": 0.8, ""end"": 1.0}, {""word"": ""minh"", ""start"": 1.0, ""end"": 1.1}]",
81,iflytek,Giả tăng tính minh bạch., Gia tăng tính minh bạch.,giả tăng tính minh bạch,gia tăng tính minh bạch,0.2,1.28,0.526,0.411,6,False,"[{""word"": "" Gia"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.192}, {""word"": "" tăng"", ""wb"": null, ""we"": null, ""est_start"": 0.192, ""est_end"": 0.448}, {""word"": "" tính"", ""wb"": null, ""we"": null, ""est_start"": 0.448, ""est_end"": 0.704}, {""word"": "" minh"", ""wb"": null, ""we"": null, ""est_start"": 0.704, ""est_end"": 0.96}, {""word"": "" bạch"", ""wb"": null, ""we"": null, ""est_start"": 0.96, ""est_end"": 1.216}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 1.216, ""est_end"": 1.28}]",
82,google_v2,Nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép.,nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép,nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép,nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép,0.0,3.499,1.655,0.473,13,True,"[{""word"": ""nhưng"", ""start"": 0.0, ""end"": 0.8}, {""word"": ""chúng"", ""start"": 0.8, ""end"": 0.9}, {""word"": ""sẽ"", ""start"": 0.9, ""end"": 1.0}, {""word"": ""không"", ""start"": 1.0, ""end"": 1.2}, {""word"": ""xảy"", ""start"": 1.2, ""end"": 1.5}, {""word"": ""ra"", ""start"": 1.5, ""end"": 1.6}, {""word"": ""nếu"", ""start"": 1.6, ""end"": 1.9}, {""word"": ""như"", ""start"": 1.9, ""end"": 2.2}, {""word"": ""chúng"", ""start"": 2.2, ""end"": 2.4}, {""word"": ""ta"", ""start"": 2.4, ""end"": 2.6}, {""word"": ""không"", ""start"": 2.6, ""end"": 2.8}, {""word"": ""cho"", ""start"": 2.8, ""end"": 3.1}, {""word"": ""phép"", ""start"": 3.1, ""end"": 3.3}]",
82,iflytek,Nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép., Nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép.,nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép,nhưng chúng sẽ không xảy ra nếu như chúng ta không cho phép,0.0,3.499,0.931,0.266,14,False,"[{""word"": "" Nhưng"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.36444444444444446}, {""word"": "" chúng"", ""wb"": null, ""we"": null, ""est_start"": 0.36444444444444446, ""est_end"": 0.7288888888888889}, {""word"": "" sẽ"", ""wb"": null, ""we"": null, ""est_start"": 0.7288888888888889, ""est_end"": 0.8746666666666667}, {""word"": "" không"", ""wb"": null, ""we"": null, ""est_start"": 0.8746666666666667, ""est_end"": 1.2391111111111113}, {""word"": "" xảy"", ""wb"": null, ""we"": null, ""est_start"": 1.2391111111111113, ""est_end"": 1.4577777777777778}, {""word"": "" ra"", ""wb"": null, ""we"": null, ""est_start"": 1.4577777777777778, ""est_end"": 1.6035555555555556}, {""word"": "" nếu"", ""wb"": null, ""we"": null, ""est_start"": 1.6035555555555556, ""est_end"": 1.8222222222222224}, {""word"": "" như"", ""wb"": null, ""we"": null, ""est_start"": 1.8222222222222224, ""est_end"": 2.040888888888889}, {""word"": "" chúng"", ""wb"": null, ""we"": null, ""est_start"": 2.040888888888889, ""est_end"": 2.4053333333333335}, {""word"": "" ta"", ""wb"": null, ""we"": null, ""est_start"": 2.4053333333333335, ""est_end"": 2.551111111111111}, {""word"": "" không"", ""wb"": null, ""we"": null, ""est_start"": 2.551111111111111, ""est_end"": 2.9155555555555557}, {""word"": "" cho"", ""wb"": null, ""we"": null, ""est_start"": 2.9155555555555557, ""est_end"": 3.1342222222222222}, {""word"": "" phép"", ""wb"": null, ""we"": null, ""est_start"": 3.1342222222222222, ""est_end"": 3.425777777777778}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 3.425777777777778, ""est_end"": 3.498666666666667}]",
83,google_v2,Cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất.,cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất,cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất,cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất,0.0,2.731,1.603,0.587,15,True,"[{""word"": ""cậu"", ""start"": 0.0, ""end"": 0.4}, {""word"": ""ta"", ""start"": 0.4, ""end"": 0.5}, {""word"": ""đang"", ""start"": 0.5, ""end"": 0.7}, {""word"": ""bị"", ""start"": 0.7, ""end"": 0.8}, {""word"": ""treo"", ""start"": 0.8, ""end"": 1.0}, {""word"": ""lên"", ""start"": 1.0, ""end"": 1.1}, {""word"": ""và"", ""start"": 1.1, ""end"": 1.3}, {""word"": ""toàn"", ""start"": 1.3, ""end"": 1.5}, {""word"": ""bộ"", ""start"": 1.5, ""end"": 1.6}, {""word"": ""phần"", ""start"": 1.6, ""end"": 1.8}, {""word"": ""thân"", ""start"": 1.8, ""end"": 1.9}, {""word"": ""dưới"", ""start"": 1.9, ""end"": 2.1}, {""word"": ""đã"", ""start"": 2.1, ""end"": 2.3}, {""word"": ""biến"", ""start"": 2.3, ""end"": 2.5}, {""word"": ""mất"", ""start"": 2.5, ""end"": 2.6}]",
83,iflytek,Cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất., Cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất.,cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất,cậu ta đang bị treo lên và toàn bộ phần thân dưới đã biến mất,0.0,2.731,0.763,0.279,16,False,"[{""word"": "" Cậu"", ""wb"": null, ""we"": null, ""est_start"": 0.0, ""est_end"": 0.17066666666666666}, {""word"": "" ta"", ""wb"": null, ""we"": null, ""est_start"": 0.17066666666666666, ""est_end"": 0.28444444444444444}, {""word"": "" đang"", ""wb"": null, ""we"": null, ""est_start"": 0.28444444444444444, ""est_end"": 0.512}, {""word"": "" bị"", ""wb"": null, ""we"": null, ""est_start"": 0.512, ""est_end"": 0.6257777777777778}, {""word"": "" treo"", ""wb"": null, ""we"": null, ""est_start"": 0.6257777777777778, ""est_end"": 0.8533333333333333}, {""word"": "" lên"", ""wb"": null, ""we"": null, ""est_start"": 0.8533333333333333, ""est_end"": 1.024}, {""word"": "" và"", ""wb"": null, ""we"": null, ""est_start"": 1.024, ""est_end"": 1.1377777777777778}, {""word"": "" toàn"", ""wb"": null, ""we"": null, ""est_start"": 1.1377777777777778, ""est_end"": 1.3653333333333333}, {""word"": "" bộ"", ""wb"": null, ""we"": null, ""est_start"": 1.3653333333333333, ""est_end"": 1.479111111111111}, {""word"": "" phần"", ""wb"": null, ""we"": null, ""est_start"": 1.479111111111111, ""est_end"": 1.7066666666666666}, {""word"": "" thân"", ""wb"": null, ""we"": null, ""est_start"": 1.7066666666666666, ""est_end"": 1.934222222222222}, {""word"": "" dưới"", ""wb"": null, ""we"": null, ""est_start"": 1.934222222222222, ""est_end"": 2.1617777777777776}, {""word"": "" đã"", ""wb"": null, ""we"": null, ""est_start"": 2.1617777777777776, ""est_end"": 2.2755555555555556}, {""word"": "" biến"", ""wb"": null, ""we"": null, ""est_start"": 2.2755555555555556, ""est_end"": 2.503111111111111}, {""word"": "" mất"", ""wb"": null, ""we"": null, ""est_start"": 2.503111111111111, ""est_end"": 2.6737777777777776}, {""word"": ""."", ""wb"": null, ""we"": null, ""est_start"": 2.6737777777777776, ""est_end"": 2.7306666666666666}]",
