Audio_ID,Model,Duration_s,Processing_Time_s,RTF,WER,Ground_Truth,Transcript,Ground_Truth_Norm,Transcript_Norm,Word_Timestamps,Error
Sample_788,latest_short,2.65,2.19,0.829,0.333,Cho vô đây là 260ml nước.,cho vô đây là 260 ml nước,cho vô đây là 260ml nước,cho vô đây là 260 ml nước,"[{'word': 'cho', 'start': 0.0, 'end': 0.5}, {'word': 'vô', 'start': 0.5, 'end': 0.7}, {'word': 'đây', 'start': 0.7, 'end': 0.8}, {'word': 'là', 'start': 0.8, 'end': 1.0}, {'word': '260', 'start': 1.0, 'end': 2.0}, {'word': 'ml', 'start': 2.0, 'end': 2.2}, {'word': 'nước', 'start': 2.2, 'end': 2.5}]",
Sample_789,latest_short,6.74,4.19,0.622,0.56,"Sau khi ông được chôn cất bí mật ở quê nhà, quân lính cho phong tỏa cả khu vực rộng vài trăm dặm vuông này.",sau khi ông được chôn cất bí mật ở quê nhà,sau khi ông được chôn cất bí mật ở quê nhà quân lính cho phong tỏa cả khu vực rộng vài trăm dặm vuông này,sau khi ông được chôn cất bí mật ở quê nhà,"[{'word': 'sau', 'start': 0.0, 'end': 0.7}, {'word': 'khi', 'start': 0.7, 'end': 1.1}, {'word': 'ông', 'start': 1.1, 'end': 1.3}, {'word': 'được', 'start': 1.3, 'end': 1.5}, {'word': 'chôn', 'start': 1.5, 'end': 1.7}, {'word': 'cất', 'start': 1.7, 'end': 1.8}, {'word': 'bí', 'start': 1.8, 'end': 2.0}, {'word': 'mật', 'start': 2.0, 'end': 2.1}, {'word': 'ở', 'start': 2.1, 'end': 2.3}, {'word': 'quê', 'start': 2.3, 'end': 2.5}, {'word': 'nhà', 'start': 2.5, 'end': 2.7}]",
Sample_790,latest_short,1.62,1.54,0.948,0.222,Vậy thì bây giờ tôi nói thiệt các bạn.,Vậy thì bây giờ tôi nói thiệt cái,vậy thì bây giờ tôi nói thiệt các bạn,vậy thì bây giờ tôi nói thiệt cái,"[{'word': 'Vậy', 'start': 0.0, 'end': 0.5}, {'word': 'thì', 'start': 0.5, 'end': 0.6}, {'word': 'bây', 'start': 0.6, 'end': 0.7}, {'word': 'giờ', 'start': 0.7, 'end': 0.8}, {'word': 'tôi', 'start': 0.8, 'end': 1.0}, {'word': 'nói', 'start': 1.0, 'end': 1.2}, {'word': 'thiệt', 'start': 1.2, 'end': 1.3}, {'word': 'cái', 'start': 1.3, 'end': 1.5}]",
Sample_791,latest_short,5.46,3.53,0.646,0.125,"Rita cũng thủ nhận, cô không có kinh nghiệm phụ trách y tế chạy hè cũng giống như họ, chưa từng làm cố vấn.",Nobita cũng thừa nhận cô không có kinh nghiệm phụ trách y tế trại hè cũng giống như họ chưa từng làm cố vấn,rita cũng thủ nhận cô không có kinh nghiệm phụ trách y tế chạy hè cũng giống như họ chưa từng làm cố vấn,nobita cũng thừa nhận cô không có kinh nghiệm phụ trách y tế trại hè cũng giống như họ chưa từng làm cố vấn,"[{'word': 'Nobita', 'start': 0.0, 'end': 0.4}, {'word': 'cũng', 'start': 0.4, 'end': 0.8}, {'word': 'thừa', 'start': 0.8, 'end': 0.9}, {'word': 'nhận', 'start': 0.9, 'end': 1.0}, {'word': 'cô', 'start': 1.0, 'end': 1.5}, {'word': 'không', 'start': 1.5, 'end': 1.6}, {'word': 'có', 'start': 1.6, 'end': 1.8}, {'word': 'kinh', 'start': 1.8, 'end': 1.9}, {'word': 'nghiệm', 'start': 1.9, 'end': 2.0}, {'word': 'phụ', 'start': 2.0, 'end': 2.2}, {'word': 'trách', 'start': 2.2, 'end': 2.4}, {'word': 'y', 'start': 2.4, 'end': 2.5}, {'word': 'tế', 'start': 2.5, 'end': 2.7}, {'word': 'trại', 'start': 2.7, 'end': 3.0}, {'word': 'hè', 'start': 3.0, 'end': 3.1}, {'word': 'cũng', 'start': 3.1, 'end': 3.6}, {'word': 'giống', 'start': 3.6, 'end': 3.7}, {'word': 'như', 'start': 3.7, 'end': 3.8}, {'word': 'họ', 'start': 3.8, 'end': 4.0}, {'word': 'chưa', 'start': 4.0, 'end': 4.6}, {'word': 'từng', 'start': 4.6, 'end': 4.7}, {'word': 'làm', 'start': 4.7, 'end': 4.9}, {'word': 'cố', 'start': 4.9, 'end': 5.1}, {'word': 'vấn', 'start': 5.1, 'end': 5.2}]",
Sample_792,latest_short,4.44,2.9,0.654,0.05,"Khi mà các bạn tham gia các hoạt động thiện nguyện á, các bạn sẽ có được rất nhiều thứ.",khi mà các bạn tham gia các hoạt động thiện nguyện các bạn sẽ có được rất nhiều thứ,khi mà các bạn tham gia các hoạt động thiện nguyện á các bạn sẽ có được rất nhiều thứ,khi mà các bạn tham gia các hoạt động thiện nguyện các bạn sẽ có được rất nhiều thứ,"[{'word': 'khi', 'start': 0.0, 'end': 0.5}, {'word': 'mà', 'start': 0.5, 'end': 0.6}, {'word': 'các', 'start': 0.6, 'end': 0.7}, {'word': 'bạn', 'start': 0.7, 'end': 0.8}, {'word': 'tham', 'start': 0.8, 'end': 1.0}, {'word': 'gia', 'start': 1.0, 'end': 1.2}, {'word': 'các', 'start': 1.2, 'end': 1.5}, {'word': 'hoạt', 'start': 1.5, 'end': 1.6}, {'word': 'động', 'start': 1.6, 'end': 1.7}, {'word': 'thiện', 'start': 1.7, 'end': 2.2}, {'word': 'nguyện', 'start': 2.2, 'end': 2.3}, {'word': 'các', 'start': 2.3, 'end': 3.0}, {'word': 'bạn', 'start': 3.0, 'end': 3.2}, {'word': 'sẽ', 'start': 3.2, 'end': 3.3}, {'word': 'có', 'start': 3.3, 'end': 3.4}, {'word': 'được', 'start': 3.4, 'end': 3.7}, {'word': 'rất', 'start': 3.7, 'end': 3.9}, {'word': 'nhiều', 'start': 3.9, 'end': 4.1}, {'word': 'thứ', 'start': 4.1, 'end': 4.3}]",
Sample_793,latest_short,2.9,2.2,0.758,0.1,"Con cứ chờ đấy, thầy chưa hỏi tội con đâu.",con cứ chờ đấy thấy chưa hỏi tội con đâu,con cứ chờ đấy thầy chưa hỏi tội con đâu,con cứ chờ đấy thấy chưa hỏi tội con đâu,"[{'word': 'con', 'start': 0.0, 'end': 0.7}, {'word': 'cứ', 'start': 0.7, 'end': 0.9}, {'word': 'chờ', 'start': 0.9, 'end': 1.0}, {'word': 'đấy', 'start': 1.0, 'end': 1.2}, {'word': 'thấy', 'start': 1.2, 'end': 1.9}, {'word': 'chưa', 'start': 1.9, 'end': 2.0}, {'word': 'hỏi', 'start': 2.0, 'end': 2.2}, {'word': 'tội', 'start': 2.2, 'end': 2.3}, {'word': 'con', 'start': 2.3, 'end': 2.5}, {'word': 'đâu', 'start': 2.5, 'end': 2.7}]",
Sample_794,latest_short,2.73,2.25,0.825,0.25,Có nhất thiết phải đặt nhân vật Mai.,con nhất thiết phải đặt nhân vật,có nhất thiết phải đặt nhân vật mai,con nhất thiết phải đặt nhân vật,"[{'word': 'con', 'start': 0.2, 'end': 1.1}, {'word': 'nhất', 'start': 1.1, 'end': 1.3}, {'word': 'thiết', 'start': 1.3, 'end': 1.5}, {'word': 'phải', 'start': 1.5, 'end': 1.8}, {'word': 'đặt', 'start': 1.8, 'end': 2.0}, {'word': 'nhân', 'start': 2.0, 'end': 2.2}, {'word': 'vật', 'start': 2.2, 'end': 2.3}]",
Sample_795,latest_short,7.51,4.86,0.647,0.03,"Dù là một nhà khoa học lỗi lạc, ông vẫn hiểu rằng trong mỗi chi tiết của đời sống, ông vẫn là một con người bình thường với rất nhiều nỗi trăng trở.",dù là một nhà khoa học lỗi lạc Ông vẫn hiểu rằng trong mỗi chi tiết của đời sống Ông vẫn là một con người bình thường với rất nhiều nỗi trăn trở,dù là một nhà khoa học lỗi lạc ông vẫn hiểu rằng trong mỗi chi tiết của đời sống ông vẫn là một con người bình thường với rất nhiều nỗi trăng trở,dù là một nhà khoa học lỗi lạc ông vẫn hiểu rằng trong mỗi chi tiết của đời sống ông vẫn là một con người bình thường với rất nhiều nỗi trăn trở,"[{'word': 'dù', 'start': 0.0, 'end': 0.5}, {'word': 'là', 'start': 0.5, 'end': 0.6}, {'word': 'một', 'start': 0.6, 'end': 0.7}, {'word': 'nhà', 'start': 0.7, 'end': 0.9}, {'word': 'khoa', 'start': 0.9, 'end': 1.0}, {'word': 'học', 'start': 1.0, 'end': 1.1}, {'word': 'lỗi', 'start': 1.1, 'end': 1.3}, {'word': 'lạc', 'start': 1.3, 'end': 1.5}, {'word': 'Ông', 'start': 1.5, 'end': 2.1}, {'word': 'vẫn', 'start': 2.1, 'end': 2.3}, {'word': 'hiểu', 'start': 2.3, 'end': 2.5}, {'word': 'rằng', 'start': 2.5, 'end': 2.8}, {'word': 'trong', 'start': 2.8, 'end': 3.0}, {'word': 'mỗi', 'start': 3.0, 'end': 3.2}, {'word': 'chi', 'start': 3.2, 'end': 3.3}, {'word': 'tiết', 'start': 3.3, 'end': 3.4}, {'word': 'của', 'start': 3.4, 'end': 3.6}, {'word': 'đời', 'start': 3.6, 'end': 3.9}, {'word': 'sống', 'start': 3.9, 'end': 4.0}, {'word': 'Ông', 'start': 4.0, 'end': 4.7}, {'word': 'vẫn', 'start': 4.7, 'end': 4.9}, {'word': 'là', 'start': 4.9, 'end': 5.0}, {'word': 'một', 'start': 5.0, 'end': 5.1}, {'word': 'con', 'start': 5.1, 'end': 5.2}, {'word': 'người', 'start': 5.2, 'end': 5.4}, {'word': 'bình', 'start': 5.4, 'end': 5.6}, {'word': 'thường', 'start': 5.6, 'end': 5.8}, {'word': 'với', 'start': 5.8, 'end': 6.4}, {'word': 'rất', 'start': 6.4, 'end': 6.6}, {'word': 'nhiều', 'start': 6.6, 'end': 6.7}, {'word': 'nỗi', 'start': 6.7, 'end': 6.9}, {'word': 'trăn', 'start': 6.9, 'end': 7.2}, {'word': 'trở', 'start': 7.2, 'end': 7.3}]",
Sample_796,latest_short,4.61,4.97,1.078,0.077,"Thì lúc đó các bạn có thể bấm vào cái sản phẩm mà gắn trong cái video để tiến hành mua hàng ngay, rất là tiện.",thì lúc đó các bạn có thể bấm vào cái sản phẩm mà gắn trong cái video để tiến hành mua hàng ngay tức là tiền,thì lúc đó các bạn có thể bấm vào cái sản phẩm mà gắn trong cái video để tiến hành mua hàng ngay rất là tiện,thì lúc đó các bạn có thể bấm vào cái sản phẩm mà gắn trong cái video để tiến hành mua hàng ngay tức là tiền,"[{'word': 'thì', 'start': 0.0, 'end': 0.4}, {'word': 'lúc', 'start': 0.4, 'end': 0.5}, {'word': 'đó', 'start': 0.5, 'end': 0.5}, {'word': 'các', 'start': 0.5, 'end': 0.7}, {'word': 'bạn', 'start': 0.7, 'end': 0.7}, {'word': 'có', 'start': 0.7, 'end': 0.9}, {'word': 'thể', 'start': 0.9, 'end': 1.0}, {'word': 'bấm', 'start': 1.0, 'end': 1.1}, {'word': 'vào', 'start': 1.1, 'end': 1.2}, {'word': 'cái', 'start': 1.2, 'end': 1.3}, {'word': 'sản', 'start': 1.3, 'end': 1.5}, {'word': 'phẩm', 'start': 1.5, 'end': 1.5}, {'word': 'mà', 'start': 1.5, 'end': 1.8}, {'word': 'gắn', 'start': 1.8, 'end': 1.9}, {'word': 'trong', 'start': 1.9, 'end': 2.0}, {'word': 'cái', 'start': 2.0, 'end': 2.2}, {'word': 'video', 'start': 2.2, 'end': 2.3}, {'word': 'để', 'start': 2.3, 'end': 2.8}, {'word': 'tiến', 'start': 2.8, 'end': 3.0}, {'word': 'hành', 'start': 3.0, 'end': 3.1}, {'word': 'mua', 'start': 3.1, 'end': 3.3}, {'word': 'hàng', 'start': 3.3, 'end': 3.5}, {'word': 'ngay', 'start': 3.5, 'end': 3.6}, {'word': 'tức', 'start': 3.6, 'end': 4.1}, {'word': 'là', 'start': 4.1, 'end': 4.3}, {'word': 'tiền', 'start': 4.3, 'end': 4.4}]",
Sample_797,latest_short,4.52,2.96,0.654,0.091,Cái ưu điểm của cái món xôi chay này thì mình ăn bên ngoài nó rất là giòn và rất là thơm.,ưu điểm của các món xôi chay này thì mình ăn bên ngoài nó rất là giòn và rất là thơm,cái ưu điểm của cái món xôi chay này thì mình ăn bên ngoài nó rất là giòn và rất là thơm,ưu điểm của các món xôi chay này thì mình ăn bên ngoài nó rất là giòn và rất là thơm,"[{'word': 'ưu', 'start': 0.0, 'end': 0.6}, {'word': 'điểm', 'start': 0.6, 'end': 0.9}, {'word': 'của', 'start': 0.9, 'end': 1.0}, {'word': 'các', 'start': 1.0, 'end': 1.2}, {'word': 'món', 'start': 1.2, 'end': 1.5}, {'word': 'xôi', 'start': 1.5, 'end': 1.6}, {'word': 'chay', 'start': 1.6, 'end': 1.8}, {'word': 'này', 'start': 1.8, 'end': 2.0}, {'word': 'thì', 'start': 2.0, 'end': 2.2}, {'word': 'mình', 'start': 2.2, 'end': 2.3}, {'word': 'ăn', 'start': 2.3, 'end': 2.5}, {'word': 'bên', 'start': 2.5, 'end': 2.7}, {'word': 'ngoài', 'start': 2.7, 'end': 2.8}, {'word': 'nó', 'start': 2.8, 'end': 3.1}, {'word': 'rất', 'start': 3.1, 'end': 3.3}, {'word': 'là', 'start': 3.3, 'end': 3.4}, {'word': 'giòn', 'start': 3.4, 'end': 3.7}, {'word': 'và', 'start': 3.7, 'end': 3.9}, {'word': 'rất', 'start': 3.9, 'end': 4.0}, {'word': 'là', 'start': 4.0, 'end': 4.1}, {'word': 'thơm', 'start': 4.1, 'end': 4.3}]",
Sample_798,latest_short,6.74,4.89,0.725,0.526,"Theo mô hình kim tứ đồ của Robert T. Kiyosaki, thế giới kinh doanh bao gồm bốn nhóm người.",theo mô hình kim tứ đồ của Robert kiyosaki,theo mô hình kim tứ đồ của robert t kiyosaki thế giới kinh doanh bao gồm bốn nhóm người,theo mô hình kim tứ đồ của robert kiyosaki,"[{'word': 'theo', 'start': 0.0, 'end': 0.7}, {'word': 'mô', 'start': 0.7, 'end': 0.8}, {'word': 'hình', 'start': 0.8, 'end': 1.0}, {'word': 'kim', 'start': 1.0, 'end': 1.4}, {'word': 'tứ', 'start': 1.4, 'end': 1.6}, {'word': 'đồ', 'start': 1.6, 'end': 1.7}, {'word': 'của', 'start': 1.7, 'end': 2.3}, {'word': 'Robert', 'start': 2.3, 'end': 3.0}, {'word': 'kiyosaki', 'start': 3.0, 'end': 3.2}]",
Sample_799,latest_short,1.88,1.53,0.814,0.167,Màu đen nên là thỏ đen.,màu đen nên là thỏ,màu đen nên là thỏ đen,màu đen nên là thỏ,"[{'word': 'màu', 'start': 0.0, 'end': 0.5}, {'word': 'đen', 'start': 0.5, 'end': 0.9}, {'word': 'nên', 'start': 0.9, 'end': 1.3}, {'word': 'là', 'start': 1.3, 'end': 1.5}, {'word': 'thỏ', 'start': 1.5, 'end': 1.6}]",
Sample_800,latest_short,1.37,2.26,1.655,0.2,Thí nghiệm tại chạy trẻ.,thí nghiệm tại trại trẻ,thí nghiệm tại chạy trẻ,thí nghiệm tại trại trẻ,"[{'word': 'thí', 'start': 0.0, 'end': 0.5}, {'word': 'nghiệm', 'start': 0.5, 'end': 0.7}, {'word': 'tại', 'start': 0.7, 'end': 0.8}, {'word': 'trại', 'start': 0.8, 'end': 1.0}, {'word': 'trẻ', 'start': 1.0, 'end': 1.1}]",
Sample_801,latest_short,9.13,5.73,0.628,0.026,"Việc phát hiện ra địa điểm đáng chú ý này đã bờ ra cánh cửa nhìn về quá khứ, vừa sâu sắc, vừa bí ẩn, gợi ý về sự tồn tại của một nền văn minh đã mất.",việc phát hiện ra địa điểm đáng chú ý này đã mở ra Cánh cửa nhìn về quá khứ vừa sâu sắc vừa bí ẩn gợi ý về sự tồn tại của một nền văn minh đã mất,việc phát hiện ra địa điểm đáng chú ý này đã bờ ra cánh cửa nhìn về quá khứ vừa sâu sắc vừa bí ẩn gợi ý về sự tồn tại của một nền văn minh đã mất,việc phát hiện ra địa điểm đáng chú ý này đã mở ra cánh cửa nhìn về quá khứ vừa sâu sắc vừa bí ẩn gợi ý về sự tồn tại của một nền văn minh đã mất,"[{'word': 'việc', 'start': 0.0, 'end': 0.4}, {'word': 'phát', 'start': 0.4, 'end': 0.5}, {'word': 'hiện', 'start': 0.5, 'end': 0.7}, {'word': 'ra', 'start': 0.7, 'end': 0.9}, {'word': 'địa', 'start': 0.9, 'end': 1.1}, {'word': 'điểm', 'start': 1.1, 'end': 1.3}, {'word': 'đáng', 'start': 1.3, 'end': 1.6}, {'word': 'chú', 'start': 1.6, 'end': 1.8}, {'word': 'ý', 'start': 1.8, 'end': 1.8}, {'word': 'này', 'start': 1.8, 'end': 2.0}, {'word': 'đã', 'start': 2.0, 'end': 2.7}, {'word': 'mở', 'start': 2.7, 'end': 2.8}, {'word': 'ra', 'start': 2.8, 'end': 3.1}, {'word': 'Cánh', 'start': 3.1, 'end': 3.3}, {'word': 'cửa', 'start': 3.3, 'end': 3.4}, {'word': 'nhìn', 'start': 3.4, 'end': 3.7}, {'word': 'về', 'start': 3.7, 'end': 3.9}, {'word': 'quá', 'start': 3.9, 'end': 4.1}, {'word': 'khứ', 'start': 4.1, 'end': 4.2}, {'word': 'vừa', 'start': 4.2, 'end': 5.0}, {'word': 'sâu', 'start': 5.0, 'end': 5.3}, {'word': 'sắc', 'start': 5.3, 'end': 5.5}, {'word': 'vừa', 'start': 5.5, 'end': 6.0}, {'word': 'bí', 'start': 6.0, 'end': 6.1}, {'word': 'ẩn', 'start': 6.1, 'end': 6.2}, {'word': 'gợi', 'start': 6.2, 'end': 7.0}, {'word': 'ý', 'start': 7.0, 'end': 7.1}, {'word': 'về', 'start': 7.1, 'end': 7.3}, {'word': 'sự', 'start': 7.3, 'end': 7.5}, {'word': 'tồn', 'start': 7.5, 'end': 7.7}, {'word': 'tại', 'start': 7.7, 'end': 7.9}, {'word': 'của', 'start': 7.9, 'end': 8.1}, {'word': 'một', 'start': 8.1, 'end': 8.3}, {'word': 'nền', 'start': 8.3, 'end': 8.4}, {'word': 'văn', 'start': 8.4, 'end': 8.5}, {'word': 'minh', 'start': 8.5, 'end': 8.7}, {'word': 'đã', 'start': 8.7, 'end': 8.8}, {'word': 'mất', 'start': 8.8, 'end': 8.9}]",
Sample_802,latest_short,11.69,7.31,0.625,0.061,Yêu cầu đặt ra cho cơ quan thuế phải ra doát thực tế quản lý thuế tại các địa phương để đưa ra các giải pháp quản lý nhằm triển khai công tác quản lý thu thuế với thương mại địa tử mạnh mẽ hơn trong thời gian tới.,yêu cầu đặt ra cho cơ quan thuế phải rà soát thực tế Quản lý Thuế tại các địa phương để đưa ra các giải pháp quản lý nhằm triển khai công tác quản lý thu thuế với thương mại điện tử mạnh mẽ hơn trong thời gian tới,yêu cầu đặt ra cho cơ quan thuế phải ra doát thực tế quản lý thuế tại các địa phương để đưa ra các giải pháp quản lý nhằm triển khai công tác quản lý thu thuế với thương mại địa tử mạnh mẽ hơn trong thời gian tới,yêu cầu đặt ra cho cơ quan thuế phải rà soát thực tế quản lý thuế tại các địa phương để đưa ra các giải pháp quản lý nhằm triển khai công tác quản lý thu thuế với thương mại điện tử mạnh mẽ hơn trong thời gian tới,"[{'word': 'yêu', 'start': 0.0, 'end': 0.4}, {'word': 'cầu', 'start': 0.4, 'end': 0.6}, {'word': 'đặt', 'start': 0.6, 'end': 0.9}, {'word': 'ra', 'start': 0.9, 'end': 1.0}, {'word': 'cho', 'start': 1.0, 'end': 1.1}, {'word': 'cơ', 'start': 1.1, 'end': 1.3}, {'word': 'quan', 'start': 1.3, 'end': 1.5}, {'word': 'thuế', 'start': 1.5, 'end': 1.6}, {'word': 'phải', 'start': 1.6, 'end': 2.4}, {'word': 'rà', 'start': 2.4, 'end': 2.5}, {'word': 'soát', 'start': 2.5, 'end': 2.7}, {'word': 'thực', 'start': 2.7, 'end': 2.8}, {'word': 'tế', 'start': 2.8, 'end': 3.0}, {'word': 'Quản', 'start': 3.0, 'end': 3.3}, {'word': 'lý', 'start': 3.3, 'end': 3.5}, {'word': 'Thuế', 'start': 3.5, 'end': 3.6}, {'word': 'tại', 'start': 3.6, 'end': 4.1}, {'word': 'các', 'start': 4.1, 'end': 4.3}, {'word': 'địa', 'start': 4.3, 'end': 4.4}, {'word': 'phương', 'start': 4.4, 'end': 4.5}, {'word': 'để', 'start': 4.5, 'end': 5.0}, {'word': 'đưa', 'start': 5.0, 'end': 5.3}, {'word': 'ra', 'start': 5.3, 'end': 5.4}, {'word': 'các', 'start': 5.4, 'end': 5.6}, {'word': 'giải', 'start': 5.6, 'end': 5.8}, {'word': 'pháp', 'start': 5.8, 'end': 5.9}, {'word': 'quản', 'start': 5.9, 'end': 6.4}, {'word': 'lý', 'start': 6.4, 'end': 6.5}, {'word': 'nhằm', 'start': 6.5, 'end': 7.3}, {'word': 'triển', 'start': 7.3, 'end': 7.5}, {'word': 'khai', 'start': 7.5, 'end': 7.6}, {'word': 'công', 'start': 7.6, 'end': 7.9}, {'word': 'tác', 'start': 7.9, 'end': 7.9}, {'word': 'quản', 'start': 7.9, 'end': 8.1}, {'word': 'lý', 'start': 8.1, 'end': 8.2}, {'word': 'thu', 'start': 8.2, 'end': 8.5}, {'word': 'thuế', 'start': 8.5, 'end': 8.6}, {'word': 'với', 'start': 8.6, 'end': 9.2}, {'word': 'thương', 'start': 9.2, 'end': 9.6}, {'word': 'mại', 'start': 9.6, 'end': 9.7}, {'word': 'điện', 'start': 9.7, 'end': 9.9}, {'word': 'tử', 'start': 9.9, 'end': 10.0}, {'word': 'mạnh', 'start': 10.0, 'end': 10.4}, {'word': 'mẽ', 'start': 10.4, 'end': 10.5}, {'word': 'hơn', 'start': 10.5, 'end': 10.6}, {'word': 'trong', 'start': 10.6, 'end': 11.0}, {'word': 'thời', 'start': 11.0, 'end': 11.2}, {'word': 'gian', 'start': 11.2, 'end': 11.3}, {'word': 'tới', 'start': 11.3, 'end': 11.4}]",
Sample_803,latest_short,7.51,3.96,0.528,0.848,"Cô tiến lại gần, bồ dìu thẳng vào ngực hắn. Thấy một con quỷ trôi ra từ vết dìu bồ, cô tiếp tục chặt cho đến khi nó bị chết tiêu hoàn toàn.",của Tiến lại gần ngực hắn,cô tiến lại gần bồ dìu thẳng vào ngực hắn thấy một con quỷ trôi ra từ vết dìu bồ cô tiếp tục chặt cho đến khi nó bị chết tiêu hoàn toàn,của tiến lại gần ngực hắn,"[{'word': 'của', 'start': 0.0, 'end': 0.5}, {'word': 'Tiến', 'start': 0.5, 'end': 0.6}, {'word': 'lại', 'start': 0.6, 'end': 0.7}, {'word': 'gần', 'start': 0.7, 'end': 0.9}, {'word': 'ngực', 'start': 0.9, 'end': 2.0}, {'word': 'hắn', 'start': 2.0, 'end': 2.2}]",
Sample_804,latest_short,1.19,1.11,0.933,0.4,Dạy vài khoa học online.,dạy giải hóa học online,dạy vài khoa học online,dạy giải hóa học online,"[{'word': 'dạy', 'start': 0.0, 'end': 0.6}, {'word': 'giải', 'start': 0.6, 'end': 0.7}, {'word': 'hóa', 'start': 0.7, 'end': 0.9}, {'word': 'học', 'start': 0.9, 'end': 1.0}, {'word': 'online', 'start': 1.0, 'end': 1.1}]",
Sample_805,latest_short,4.69,3.11,0.662,0.0,Bạn nào có dịp về Sóc Trăng thì nhớ thử những cái món ăn đặc sản này nha.,Bạn nào có dịp về Sóc Trăng thì nhớ thử những cái món ăn đặc sản này nha,bạn nào có dịp về sóc trăng thì nhớ thử những cái món ăn đặc sản này nha,bạn nào có dịp về sóc trăng thì nhớ thử những cái món ăn đặc sản này nha,"[{'word': 'Bạn', 'start': 0.0, 'end': 0.5}, {'word': 'nào', 'start': 0.5, 'end': 0.7}, {'word': 'có', 'start': 0.7, 'end': 0.9}, {'word': 'dịp', 'start': 0.9, 'end': 1.1}, {'word': 'về', 'start': 1.1, 'end': 1.6}, {'word': 'Sóc', 'start': 1.6, 'end': 1.8}, {'word': 'Trăng', 'start': 1.8, 'end': 1.9}, {'word': 'thì', 'start': 1.9, 'end': 2.1}, {'word': 'nhớ', 'start': 2.1, 'end': 2.9}, {'word': 'thử', 'start': 2.9, 'end': 3.3}, {'word': 'những', 'start': 3.3, 'end': 3.4}, {'word': 'cái', 'start': 3.4, 'end': 3.6}, {'word': 'món', 'start': 3.6, 'end': 3.7}, {'word': 'ăn', 'start': 3.7, 'end': 3.8}, {'word': 'đặc', 'start': 3.8, 'end': 4.1}, {'word': 'sản', 'start': 4.1, 'end': 4.2}, {'word': 'này', 'start': 4.2, 'end': 4.4}, {'word': 'nha', 'start': 4.4, 'end': 4.5}]",
Sample_806,latest_short,6.31,4.12,0.652,0.133,"Đồng chí mong muốn hội nghị sẽ nhận được nhiều ý kiến để hoàn thiện các quy định, đảm bảo thống nhất và hiệu quả trong thực thi pháp luật.",đường 934 hội nghị sẽ nhận được nhiều ý kiến để hoàn thiện các quy định đảm bảo thống nhất và hiệu quả trong thực thi pháp luật,đồng chí mong muốn hội nghị sẽ nhận được nhiều ý kiến để hoàn thiện các quy định đảm bảo thống nhất và hiệu quả trong thực thi pháp luật,đường 934 hội nghị sẽ nhận được nhiều ý kiến để hoàn thiện các quy định đảm bảo thống nhất và hiệu quả trong thực thi pháp luật,"[{'word': 'đường', 'start': 0.0, 'end': 0.5}, {'word': '934', 'start': 0.5, 'end': 0.9}, {'word': 'hội', 'start': 0.9, 'end': 1.3}, {'word': 'nghị', 'start': 1.3, 'end': 1.5}, {'word': 'sẽ', 'start': 1.5, 'end': 1.6}, {'word': 'nhận', 'start': 1.6, 'end': 1.8}, {'word': 'được', 'start': 1.8, 'end': 1.9}, {'word': 'nhiều', 'start': 1.9, 'end': 2.1}, {'word': 'ý', 'start': 2.1, 'end': 2.3}, {'word': 'kiến', 'start': 2.3, 'end': 2.3}, {'word': 'để', 'start': 2.3, 'end': 2.8}, {'word': 'hoàn', 'start': 2.8, 'end': 3.1}, {'word': 'thiện', 'start': 3.1, 'end': 3.3}, {'word': 'các', 'start': 3.3, 'end': 3.5}, {'word': 'quy', 'start': 3.5, 'end': 3.6}, {'word': 'định', 'start': 3.6, 'end': 3.7}, {'word': 'đảm', 'start': 3.7, 'end': 4.2}, {'word': 'bảo', 'start': 4.2, 'end': 4.3}, {'word': 'thống', 'start': 4.3, 'end': 4.5}, {'word': 'nhất', 'start': 4.5, 'end': 4.6}, {'word': 'và', 'start': 4.6, 'end': 4.8}, {'word': 'hiệu', 'start': 4.8, 'end': 4.9}, {'word': 'quả', 'start': 4.9, 'end': 5.0}, {'word': 'trong', 'start': 5.0, 'end': 5.5}, {'word': 'thực', 'start': 5.5, 'end': 5.8}, {'word': 'thi', 'start': 5.8, 'end': 5.9}, {'word': 'pháp', 'start': 5.9, 'end': 6.0}, {'word': 'luật', 'start': 6.0, 'end': 6.1}]",
Sample_807,latest_short,1.45,1.27,0.876,0.0,Đấy là nếu chúng ta may mắn.,Đấy là nếu chúng ta may mắn,đấy là nếu chúng ta may mắn,đấy là nếu chúng ta may mắn,"[{'word': 'Đấy', 'start': 0.0, 'end': 0.5}, {'word': 'là', 'start': 0.5, 'end': 0.7}, {'word': 'nếu', 'start': 0.7, 'end': 0.8}, {'word': 'chúng', 'start': 0.8, 'end': 0.9}, {'word': 'ta', 'start': 0.9, 'end': 1.0}, {'word': 'may', 'start': 1.0, 'end': 1.1}, {'word': 'mắn', 'start': 1.1, 'end': 1.3}]",
